NoteId,Content,OwnerType,OwnerName,Story,Chapter,ChapterOrder,PlotPointId,OrderInChapter,LinkId,SubjectId,NoteState,Words,Shingles,Coverage,TokenCoverage,Label,Role,OriginLayer,OriginId,OriginDate,OriginShare,Sources,LongestRun,Tie,PlanFirst,EchoedBy,EchoCandidate,FirstSnapshot,OriginPassage,UncoveredText,SourceWindow,SourcePrompt,MatchedSpans
48,"Deconstructing the lies of rugged individualism and wedge issues, which are used as cover up by the rich and powerful to divide the poor.",Subject,Rugged Individualism / Wedge Issues Deconstructed,,,0,0,0,0,420,open,24,19,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
49,distribution of power is not just ethically preferable but structurally superior,Subject,Bottom Up > Top Down,,,0,0,0,0,421,closed,11,6,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2026-04-18.db,,,,,
50,"The Lioness of Tall Tale rejects the Hasbro mandates (using them as the foundation of the Stagnation of Harmony) and replaces them with ""grown-up"" versions of Lauren Faust's original themes",Subject,Lauren Faust's Original Themes,,,0,0,0,0,425,open,32,27,0.074,0.375,phrase,brian,gemini,gemini:166,2025-12-04,0.50,gemini:166/brian×1;nlm:2#t91/brian×1,6,false,false,,false,TheLionessOfTallTale 2026-01-30.db,of the Stagnation of Harmony) and,The Lioness of Tall Tale rejects the Hasbro mandates (using them as the foundation,"Some clarification. Twilight doesn't know about Celestia's plan to save Luna and then step down and have Twilight be the next perpetuator of the stagnation of harmony. And she and her friends already saved Luna and still get to hang out with the princesses. So they aren't just tools. Celestia isn't that cold and calculating. 

Celestia suffered 1000 years of loneliness as the only immortal being who…",,
51,"The goal is for them to love each other, obviously!",Subject,TwiJack,,,0,0,0,0,601,closed,10,5,1.000,1.000,verbatim,brian,gemini,gemini:460,2026-01-08,1.00,gemini:460/model×5,10,false,true,gemini:460,false,TheLionessOfTallTale 2025-12-27.db,"The goal is for them to love each other, obviously",,"…the abstract anxiety caused by Celestia.""
> ]
> ```

### 2. Where to SPEND Tokens (The ""Description"" Fields)

Do **not** shorten the main `Description` fields in your `Context` section.

- **Why:** These definitions act as the ""System Prompt"" for your story world. If you shorten ""The goal is for them to love each other, obviously!"" to just ""Romance"", the LLM loses the *tone* and *intent* of the relationship.
- **Verdict:** Keep these descriptive and flavorful. They prime the LLM on *how* to interpret the dry data in the chapters.

### 3. Should you use IDs instead of Names…","They have stable IDs already since the backing data is EF Core, but those fields were not included in the json serialization.  Should I try to shorten any of the descriptors to save tokens?",0-50:gemini:460
52,"Subtle points will paint a picture that the Griffonian Republic is a flawed republic that is more like a dictatorship. The twist is that the GR is actually perfect, just different from Aquileia.",Subject,Perception of the Griffonian Republic,,,0,0,0,0,603,closed,33,28,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
53,How Twilight and Fleur use industry to make unicorn magic available to all creatures.,Subject,Developing the Luna Nova Rifle,,,0,0,0,0,604,closed,14,9,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
54,Griffonian Reich vs. Griffonian Republic and Aquileian Republic,Subject,The Great Griffonian War,,,0,0,0,0,608,closed,8,3,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
55,"In canon fim, it ends with Twilight ruling Equestria. I'm taking a rather cynical interpretation of this as her being ""conditioned"" or groomed by Celestia in canon to be Celestia's successor despite the unhealthy affects of the expectations which are shown in canon and is the plot point of multiple episodes. So the Equestrian Republic is an alternative for this.",Subject,Twilight Breaking from Celestia,,,0,0,0,0,609,closed,62,57,1.000,1.000,verbatim,brian,gemini,gemini:88,2025-12-02,1.00,gemini:88/brian×57,62,false,false,,false,TheLionessOfTallTale 2026-01-10.db,"In canon fim, it ends with Twilight ruling Equestria. I'm taking a rather cynical interpretation of this as her being ""conditioned"" or groomed by Celestia in canon to be Celestia's successor despite the unhealthy affects of the expectations which are shown in canon and is the plot point of multiple …",,"…place in Equestria, but it is very much Aquileian ideals as the foundation. Without Aquileia, Equestria would have fallen, as it did in The Princess and the Kaiser.

I want to present an alternative narrative to a few different things: 
In canon fim, it ends with Twilight ruling Equestria. I'm taking a rather cynical interpretation of this as her being ""conditioned"" or groomed by Celestia in canon to be Celestia's successor despite the unhealthy affects of the expectations which are shown in canon and is the plot point of multiple episodes. So the Equestrian Republic is an alternative for this.

I want a deep TwiJack ship story.

I'm featuring General Applejack because she's a general in game, and President Applejack as she's a possible president choice.

I am having the first successful stand against the changelings be at…",,
56,Nothing is a coincidence. There is shared history that leads to the connections between the two contents. It is revealed throughout the story.,Subject,The Intertwined Fates of Equus and Griffonia,,,0,0,0,0,610,closed,23,18,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
57,The true motivations of Chrysalis are revealed in layers,Subject,The True Actions and Motivations of Chrysalis,,,0,0,0,0,612,open,9,4,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
58,"Comet Shine and Fleur Bloom want to spread the 2nd Aquileian Republic's economic model, Harmonic Capitalism, to Equestria",Subject,Harmonic Capitalism,,,0,0,0,0,614,closed,19,14,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
59,The goal is world peace. Applejack encounters multiple examples of The Predator's Dilemma which stops world peace. Harmonic Capitalism (a novel concept invented by Coltbert as the synthesis of stagnant harmony and ambitious industry) is the way to break the cycle.,Subject,World Peace / Overcoming The Predator's Dilemma,,,0,0,0,0,615,closed,42,37,0.027,0.143,phrase,brian,gemini,gemini:1973,2026-02-20,1.00,gemini:1973/brian×1,6,false,false,,false,TheLionessOfTallTale 2025-12-27.db,of The Predator's Dilemma which,stops world peace. Harmonic Capitalism (a novel concept invented by Coltbert as the synthesis of stagnant harmony and ambitious industry) is the way to break the cycle,"…s smart. He goes to Manehattan parloirs undercover and understands the spell, and thinks about how three Statthalters (jaegers hate them) were repelled further and Chrysalis the furthest. It is like moral judgement. Then he reads the equestrian translated version of the predator's dilemma which must be super popular in the parloirs.

Please reread my story notes before answering and then give an analysis of the synthesis of these new ideas with my existing story plans",,
60,The development of Applejack's battlefield tactics,Subject,Magical Combined Arms,,,0,0,0,0,617,open,7,2,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2025-12-26.db,,,,,
61,Spy network,Subject,Cute Intelligence Agency,,,0,0,0,0,618,closed,2,0,,0.000,short,,,,,,,0,false,false,,false,ambiguous,,,,,
62,"The events of the rest of the war, besides Applejack's actions",Subject,The War in the North,,,0,0,0,0,619,closed,12,7,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2026-01-10.db,,,,,
63,The perception of changelings in the general mind of a pony throughout the story,Subject,Perception of Changelings,,,0,0,0,0,620,closed,14,9,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2026-01-10.db,,,,,
64,POW Camp + CIA base,Subject,Camp Fluttershy,,,0,0,0,0,621,closed,4,0,,0.000,short,,,,,,,0,false,false,,false,TheLionessOfTallTale 2026-01-10.db,,,,,
65,"Gabriella Eagleclaw, who is still alive and living a lower-key life thanks to her young nephew’s intervention, decides to get revenge for Chrysalis’s betrayal by exposing Chrysalis’s true personality and motivation.",PlotPoint,Eagleclaw reveals the truth of why the industrialists betrayed the republic in 981 and her history with Chrysalis,The Lioness of Tall Tale,CH#28 Kinship,28,1,2,0,0,open,35,30,1.000,1.000,verbatim,brian,gemini,gemini:286,2025-12-08,1.00,gemini:286/brian×30,35,false,false,,false,TheLionessOfTallTale 2025-12-26.db,"Gabriella Eagleclaw, who is still alive and living a lower-key life thanks to her young nephew’s intervention, decides to get revenge for Chrysalis’s betrayal by exposing Chrysalis’s true personality and motivation",,"…going to achieve what she failed 1000 years ago: world peace. Luna talks to Celestia about it, and decides to throw her support for Applejack in spite of Celestia’s wishes, because if Applejack is right, then Celestia is free.

Gabriella Eagleclaw, who is still alive and living a lower-key life thanks to her young nephew’s intervention, decides to get revenge for Chrysalis’s betrayal by exposing Chrysalis’s true personality and motivation. Maybe this will be even better than Synovial divulging it",,
66,"Gabriella Eagleclaw reveals how when she was a teenager, she met another teenage griffoness named Krista Sterling, who was the adopted prodigy of Equestrian tycoons in Skyfall. Eagleclaw believed Chrysalis came to the academy genuinely hoping to fit in and learn. The Herzlander nobles bullied her relentlessly for being Skyfall new money, but Gabriella bonded with Krista over shared intellect and hatred towards the incompetent nepo babies. They studied together and pledged that they would help each other overcome the powerful male griffons who look down on them. They studied engineering, industry and tactics together for 7 years (971-978).",PlotPoint,Eagleclaw reveals the truth of why the industrialists betrayed the republic in 981 and her history with Chrysalis,The Lioness of Tall Tale,CH#28 Kinship,28,1,2,0,0,open,100,95,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2026-04-18.db,,,,,
67,"The most catastrophic blow to Krista's ego was in martial arts/forging class. She couldn't enchant her sword or armor very well (she must've used a disguise to make it look like the sword was enchanted) and they would shatter against even the mediocre nobles. The instructor and their classmates chalked it up to Krista's heritage as a Skyfall orphan instead of a true blood Herzlander noble, and said because she was new money and only cared about money and grades, she had no pride in her sword or armor. This led to even further humiliation.",PlotPoint,Eagleclaw reveals the truth of why the industrialists betrayed the republic in 981 and her history with Chrysalis,The Lioness of Tall Tale,CH#28 Kinship,28,1,2,0,0,open,100,95,0.000,0.000,none,,,,,,,0,false,false,,false,TheLionessOfTallTale 2026-04-18.db,,,,,
68,"Then there was biology class, where changelings were mentioned as a footnote and labeled parasites. The nobles started using ""changeling"" as an mocking insult to each other when calling others out for being parasites or fake. Eagleclaw wanted to use the insult against their incompetent classmates, but Krista who was usually gleeful to insult their classmates turned cold at the insult. These two events plus Krista's extraordinary origin story alibi led Eagleclaw to deduce that Krista was a genius changeling, but she kept it to herself, viewing having a changeling for a best friend as a great plus. She offered more hugs without explanation. Defensive posturing against bullies. Sharing notes. The Intent: Pure, if slightly condescending, affection.",PlotPoint,Eagleclaw reveals the truth of why the industrialists betrayed the republic in 981 and her history with Chrysalis,The Lioness of Tall Tale,CH#28 Kinship,28,1,2,0,0,open,118,113,0.071,0.110,fragment,model,gemini,gemini:1346,2026-02-04,1.00,gemini:1346/model×8,13,false,false,,false,TheLionessOfTallTale 2026-04-18.db,"Defensive posturing against bullies. Sharing notes. The Intent: Pure, if slightly condescending, affection","Then there was biology class, where changelings were mentioned as a footnote and labeled parasites. The nobles started using ""changeling"" as an mocking insult to each other when calling others out for being parasites or fake. Eagleclaw wanted to use the insult against their incompetent classmates, b…","…Misunderstanding)

**Gabriella’s Internal Monologue:** *""She is special (like me), but vulnerable (unlike me). I know her secret. I will hug her tighter to show her she is safe with me. I am the Big Sister.""*

- **The Action:** Extra hugs. Defensive posturing against bullies. Sharing notes.
- **The Intent:** Pure, if slightly condescending, affection.

**Chrysalis’s Internal Monologue (At the Time):** *""Why is she so clingy? Does she suspect? No, she's just a needy teenager. She clings to me because I am the only one on her level. She senses my greatness, even if…","But Chrysalis doesn't know at the time that Gabriella deduced, and Gabriella doesn't make it obvious. She just have extra sisterly hugs compared to before (it's what teenagers do, even narcissistic on…",647-753:gemini:1346
